customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
6047-YHPVI,72.3,0.7231,0.6487,0.7559,0.8598,Critical,69.7,836.4,5,Month-to-month,Electronic check,1,820,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9822-OAOVB,72.3,0.7227,0.6548,0.7808,0.8052,Critical,55.45,665.4,1,Month-to-month,Electronic check,0,821,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2025-JKFWI,72.1,0.7205,0.6735,0.7513,0.7918,Critical,99.0,1188.0,13,Month-to-month,Mailed check,1,828,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2845-HSJCY,72.0,0.72,0.632,0.7842,0.8437,Critical,87.25,1047.0,14,Month-to-month,Electronic check,1,833,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4317-VTEOA,71.9,0.7188,0.681,0.7779,0.7245,Critical,50.75,609.0,1,Month-to-month,Electronic check,1,837,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0928-JMXNP,71.9,0.7195,0.6222,0.7834,0.8666,Critical,29.9,358.8,4,Month-to-month,Electronic check,0,841,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0876-WDUUZ,71.8,0.7185,0.6515,0.8307,0.7175,Critical,85.4,1024.8,5,Month-to-month,Credit card (automatic),1,846,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4735-ASGMA,71.8,0.718,0.6241,0.7862,0.8503,Critical,98.35,1180.2,26,Month-to-month,Electronic check,1,848,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3916-NRPAP,71.6,0.7157,0.6302,0.8389,0.7447,Critical,85.7,1028.4,3,Month-to-month,Credit card (automatic),0,859,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5442-BHQNG,71.6,0.7164,0.5997,0.8285,0.8402,Critical,70.35,844.2,2,Month-to-month,Electronic check,0,860,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6680-WKXRZ,71.2,0.7116,0.6086,0.8565,0.7516,Critical,74.4,892.8,3,Month-to-month,Bank transfer (automatic),1,879,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4059-IIEBK,71.2,0.7118,0.6413,0.8059,0.7467,Critical,78.55,942.6,7,Month-to-month,Bank transfer (automatic),0,882,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3453-RTHJQ,70.9,0.7087,0.6268,0.7418,0.8638,Critical,69.1,829.2,6,Month-to-month,Electronic check,0,893,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0168-XZKBB,70.9,0.7093,0.6358,0.7667,0.807,Critical,86.85,1042.2,19,Month-to-month,Electronic check,0,894,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6833-JMZYP,70.8,0.7075,0.6173,0.7721,0.8363,Critical,94.0,1128.0,15,Month-to-month,Credit card (automatic),0,899,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7861-UVUFT,70.7,0.7071,0.6233,0.7769,0.8118,Critical,84.3,1011.6,15,Month-to-month,Electronic check,1,903,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3496-LFSZU,70.7,0.7073,0.5925,0.8194,0.8261,Critical,70.5,846.0,4,Month-to-month,Electronic check,0,905,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3223-DWFIO,70.6,0.7056,0.6225,0.7396,0.8621,Critical,69.35,832.2,4,Month-to-month,Electronic check,0,909,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8676-TRMJS,70.5,0.7048,0.6086,0.789,0.819,Critical,75.0,900.0,3,Month-to-month,Mailed check,1,912,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4854-CIDCF,70.3,0.7028,0.6161,0.7355,0.8706,Critical,73.85,886.2,3,Month-to-month,Electronic check,0,924,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9840-DVNDC,70.2,0.7016,0.6065,0.8114,0.7748,Critical,80.5,966.0,6,Month-to-month,Credit card (automatic),1,927,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7912-SYRQT,70.2,0.7025,0.6125,0.8079,0.7691,Critical,75.1,901.2,7,Month-to-month,Bank transfer (automatic),1,928,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5339-PXDVH,69.9,0.6986,0.5637,0.8225,0.8499,High,90.65,1087.8,4,Month-to-month,Electronic check,0,940,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3627-FHKBK,69.8,0.6982,0.6476,0.7761,0.7079,High,75.3,903.6,1,Month-to-month,Mailed check,1,949,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1112-CUNAO,69.8,0.6979,0.6039,0.7737,0.819,High,89.85,1078.2,15,Month-to-month,Electronic check,1,950,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1522-VVDMG,69.7,0.6968,0.5698,0.8523,0.7813,High,89.75,1077.0,7,Month-to-month,Electronic check,1,952,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1666-JXLKU,69.5,0.6953,0.6069,0.7468,0.8388,High,100.05,1200.6,37,Month-to-month,Electronic check,0,966,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2495-INZWQ,69.5,0.6946,0.5477,0.8034,0.8985,High,44.55,534.6,4,Month-to-month,Electronic check,1,969,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8873-GLDMH,69.5,0.6948,0.6163,0.7224,0.8499,High,73.85,886.2,6,Month-to-month,Mailed check,0,970,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8445-DNBAE,69.4,0.6937,0.6316,0.7382,0.7822,High,50.05,600.6,1,Month-to-month,Electronic check,0,976,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8617-ENBDS,69.3,0.6932,0.5934,0.8096,0.7679,High,73.6,883.2,3,Month-to-month,Credit card (automatic),0,978,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
4631-OACRM,69.3,0.6934,0.5958,0.7661,0.828,High,79.4,952.8,15,Month-to-month,Electronic check,1,980,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4919-IKATY,69.3,0.6932,0.5977,0.7634,0.8268,High,84.5,1014.0,5,Month-to-month,Electronic check,1,982,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5228-EXCET,69.1,0.6907,0.5929,0.7819,0.7985,High,80.85,970.2,13,Month-to-month,Electronic check,1,989,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6821-BUXUX,69.1,0.6915,0.5937,0.8156,0.7498,High,96.65,1159.8,13,Month-to-month,Electronic check,1,992,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7029-RPUAV,68.8,0.6876,0.6006,0.7107,0.8705,High,100.45,1205.4,17,Month-to-month,Credit card (automatic),1,1007,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
2386-LAHRK,68.7,0.6873,0.6076,0.7736,0.7572,High,53.5,642.0,1,Month-to-month,Mailed check,1,1010,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6338-AVWCY,68.7,0.687,0.5658,0.7953,0.8278,High,40.15,481.8,3,Month-to-month,Mailed check,1,1013,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8280-MQRQN,68.7,0.6867,0.6246,0.7892,0.6884,High,50.45,605.4,1,Month-to-month,Mailed check,1,1016,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3317-VLGQT,68.7,0.6871,0.5812,0.7775,0.8162,High,78.1,937.2,14,Month-to-month,Electronic check,0,1018,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4521-YEEHE,68.6,0.6858,0.5912,0.7742,0.7897,High,88.85,1066.2,18,Month-to-month,Electronic check,0,1020,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3966-HRMZA,68.4,0.6843,0.6023,0.7387,0.8076,High,75.05,900.6,3,Month-to-month,Mailed check,0,1036,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0330-IVZHA,68.3,0.6828,0.5976,0.7305,0.8245,High,69.95,839.4,5,Month-to-month,Electronic check,1,1040,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4283-FUTGF,68.3,0.6833,0.5865,0.7575,0.8143,High,79.85,958.2,19,Month-to-month,Electronic check,1,1043,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5976-JCJRH,68.1,0.6813,0.5731,0.7594,0.8345,High,70.3,843.6,10,Month-to-month,Electronic check,1,1053,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2057-ZBLPD,68.1,0.6814,0.5798,0.7705,0.8016,High,86.5,1038.0,21,Month-to-month,Electronic check,1,1056,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4029-HPFVY,68.0,0.6796,0.5834,0.7504,0.814,High,70.3,843.6,3,Month-to-month,Mailed check,0,1061,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8397-MVTAZ,68.0,0.6795,0.5811,0.7592,0.8062,High,100.05,1200.6,34,Month-to-month,Electronic check,1,1062,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9576-ANLXO,67.8,0.6779,0.5834,0.7897,0.7462,High,69.55,834.6,3,Month-to-month,Bank transfer (automatic),1,1077,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
4817-VYYWS,67.8,0.6784,0.5663,0.7888,0.7928,High,100.2,1202.4,30,Month-to-month,Electronic check,1,1080,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2482-CZGBB,67.6,0.6762,0.5731,0.7388,0.8399,High,70.0,840.0,10,Month-to-month,Electronic check,1,1085,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3891-PUQOD,67.3,0.6733,0.6209,0.7178,0.7372,High,59.2,710.4,1,Month-to-month,Electronic check,1,1104,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7072-MBHEV,67.3,0.6732,0.5881,0.7481,0.7738,High,78.1,937.2,11,Month-to-month,Credit card (automatic),0,1106,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5351-QESIO,67.2,0.6723,0.6036,0.7497,0.728,High,24.2,290.4,1,Month-to-month,Mailed check,0,1107,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3211-AAPKX,67.2,0.6723,0.6145,0.708,0.7634,High,98.55,1182.6,20,Month-to-month,Mailed check,0,1111,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0952-KMEEH,67.2,0.6722,0.6272,0.7013,0.741,High,98.15,1177.8,13,Month-to-month,Mailed check,1,1114,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0447-RXSGD,67.0,0.6697,0.6007,0.7043,0.7906,High,99.65,1195.8,24,Month-to-month,Bank transfer (automatic),0,1123,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
0315-LVCRK,67.0,0.6704,0.5452,0.7674,0.8379,High,84.8,1017.6,11,Month-to-month,Electronic check,0,1125,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4686-UXDML,66.9,0.6692,0.5905,0.7065,0.8101,High,99.85,1198.2,21,Month-to-month,Credit card (automatic),0,1127,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
8739-WWKDU,66.9,0.669,0.5561,0.7649,0.8075,High,89.5,1074.0,25,Month-to-month,Electronic check,1,1128,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9121-PHQSR,66.8,0.6677,0.5681,0.7135,0.8478,High,85.05,1020.6,16,Month-to-month,Credit card (automatic),0,1136,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
3318-OSATS,66.8,0.668,0.5528,0.753,0.8287,High,95.45,1145.4,35,Month-to-month,Electronic check,1,1137,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8709-KRDVL,66.6,0.6663,0.5687,0.7517,0.7822,High,100.0,1200.0,33,Month-to-month,Electronic check,0,1141,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6166-ILMNY,66.4,0.6644,0.5572,0.8199,0.6989,High,69.75,837.0,2,Month-to-month,Bank transfer (automatic),1,1152,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
9279-CJEOJ,66.4,0.6641,0.5647,0.7032,0.8542,High,95.4,1144.8,21,Month-to-month,Bank transfer (automatic),0,1155,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
4512-ZUIYL,66.4,0.6644,0.5572,0.8206,0.6979,High,70.0,840.0,2,Month-to-month,Bank transfer (automatic),1,1156,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
6212-ATMLK,66.3,0.6627,0.5811,0.7352,0.7578,High,95.7,1148.4,50,Month-to-month,Electronic check,0,1159,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0388-EOPEX,66.2,0.6618,0.564,0.7181,0.8219,High,74.4,892.8,2,Month-to-month,Electronic check,1,1166,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6646-VRFOL,65.8,0.658,0.5763,0.7148,0.7771,High,103.85,1246.2,53,Month-to-month,Electronic check,1,1187,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5364-EVNIB,65.8,0.6583,0.5601,0.7761,0.7271,High,79.8,957.6,13,Month-to-month,Electronic check,1,1188,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1212-GLHMD,65.7,0.6569,0.548,0.7563,0.7798,High,86.05,1032.6,3,Month-to-month,Mailed check,0,1190,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2103-ZRXFN,65.7,0.6567,0.5686,0.7823,0.6887,High,50.75,609.0,1,Month-to-month,Mailed check,0,1197,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5692-FPTAH,65.6,0.6563,0.5772,0.7671,0.6881,High,45.4,544.8,1,Month-to-month,Mailed check,1,1202,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7801-KICAO,65.6,0.656,0.5622,0.7198,0.7948,High,74.15,889.8,18,Month-to-month,Electronic check,0,1203,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8212-DJRCH,65.5,0.6551,0.5444,0.7867,0.7347,High,90.35,1084.2,5,Month-to-month,Mailed check,0,1210,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6712-OAWRH,65.4,0.6541,0.5366,0.7454,0.8107,High,91.25,1095.0,26,Month-to-month,Electronic check,1,1214,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4237-RLAQD,65.3,0.6534,0.57,0.7751,0.6792,High,45.85,550.2,1,Month-to-month,Mailed check,1,1221,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9506-UXUSK,65.3,0.6528,0.5553,0.7438,0.7602,High,70.15,841.8,13,Month-to-month,Electronic check,0,1222,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1236-WFCDV,65.0,0.6502,0.5396,0.7267,0.8122,High,90.45,1085.4,14,Month-to-month,Credit card (automatic),1,1233,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
9227-LUNBG,65.0,0.6496,0.5052,0.7694,0.8307,High,24.6,295.2,1,Month-to-month,Electronic check,1,1237,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9851-KIELU,64.9,0.649,0.5219,0.7767,0.775,High,110.1,1321.2,10,Month-to-month,Electronic check,1,1238,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0491-KAPQG,64.9,0.6491,0.5622,0.707,0.7794,High,73.7,884.4,21,Month-to-month,Electronic check,0,1243,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7056-IMHCC,64.9,0.6485,0.5763,0.7035,0.7465,High,101.9,1222.8,53,Month-to-month,Electronic check,1,1246,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8993-PHFWD,64.8,0.6479,0.5276,0.7408,0.8093,High,25.25,303.0,3,Month-to-month,Electronic check,1,1250,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5380-WJKOV,64.8,0.6484,0.555,0.7267,0.7646,High,106.35,1276.2,34,Month-to-month,Electronic check,1,1252,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3672-YITQD,64.7,0.6466,0.543,0.7332,0.7758,High,84.1,1009.2,36,Month-to-month,Electronic check,1,1261,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9208-OLGAQ,64.6,0.6464,0.5096,0.761,0.8167,High,84.95,1019.4,18,Month-to-month,Electronic check,0,1266,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1845-ZLLIG,64.5,0.645,0.5766,0.7584,0.6458,High,50.15,601.8,1,Month-to-month,Mailed check,0,1277,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0576-WNXXC,64.4,0.644,0.5307,0.7381,0.786,High,95.55,1146.6,27,Month-to-month,Electronic check,1,1281,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8621-MNIHH,64.4,0.6439,0.546,0.7239,0.7684,High,94.25,1131.0,34,Month-to-month,Electronic check,1,1283,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7410-YTJIK,64.4,0.6442,0.5436,0.7118,0.7941,High,75.45,905.4,7,Month-to-month,Mailed check,1,1284,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6518-LGAOV,64.4,0.6442,0.556,0.7005,0.7803,High,105.0,1260.0,38,Month-to-month,Electronic check,1,1285,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8128-YVJRG,64.3,0.6429,0.5471,0.7078,0.785,High,79.65,955.8,7,Month-to-month,Mailed check,1,1287,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5630-IXDXV,64.3,0.6433,0.5626,0.7088,0.7469,High,106.35,1276.2,47,Month-to-month,Electronic check,0,1289,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9692-TUSXH,63.8,0.6379,0.4995,0.791,0.7541,High,96.05,1152.6,18,Month-to-month,Electronic check,1,1314,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6661-HBGWL,63.7,0.637,0.5377,0.7015,0.7883,High,104.75,1257.0,42,Month-to-month,Bank transfer (automatic),1,1318,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
3926-CUQZX,63.7,0.6372,0.6008,0.7338,0.583,High,45.1,541.2,1,Month-to-month,Bank transfer (automatic),1,1319,Month-to-month contract | New customer (0-12 months) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5600-KTXFM,63.7,0.6371,0.5172,0.769,0.7391,High,69.95,839.4,2,Month-to-month,Mailed check,0,1321,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7587-RZNME,63.5,0.6347,0.5063,0.7571,0.772,High,43.3,519.6,3,Month-to-month,Electronic check,1,1327,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4128-ETESU,63.4,0.6336,0.5387,0.6905,0.7855,High,99.7,1196.4,47,Month-to-month,Electronic check,0,1331,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8429-XIBUM,63.4,0.6338,0.5325,0.7258,0.749,High,101.35,1216.2,22,Month-to-month,Bank transfer (automatic),1,1333,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
8938-UMKPI,63.3,0.6328,0.5503,0.6857,0.7598,High,106.4,1276.8,47,Month-to-month,Electronic check,1,1340,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9895-VFOXH,63.3,0.6333,0.5161,0.7382,0.7686,High,24.4,292.8,1,Month-to-month,Mailed check,0,1341,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
